0	1
0	2
0	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	0
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
1	31
1	32
1	33
1	34
1	3
1	35
1	36
1	37
1	38
1	39
1	40
1	41
1	42
1	43
44	45
44	46
46	47
46	48
46	49
46	44
46	50
46	51
46	52
46	53
46	54
46	55
46	56
46	57
31	58
31	59
31	60
31	61
31	49
31	62
31	63
31	64
31	7
31	65
31	8
31	66
31	13
31	67
31	68
31	17
31	69
31	70
31	1
31	71
31	72
31	26
31	73
31	74
31	75
31	76
31	77
31	78
31	79
31	80
31	81
31	82
31	83
31	84
31	54
31	85
79	86
79	87
79	88
79	69
79	89
79	90
79	91
79	92
79	93
79	94
79	95
79	96
79	97
79	98
79	99
79	100
79	31
79	101
50	102
50	103
50	104
50	105
50	106
50	107
50	108
50	109
50	110
50	111
50	112
50	113
50	114
50	115
50	116
50	46
50	117
50	118
50	119
50	120
50	121
50	54
50	55
121	122
121	104
121	50
121	123
124	58
124	125
124	126
124	127
124	128
124	129
124	130
124	131
124	132
124	20
124	133
124	134
124	135
124	136
124	137
124	138
124	26
124	75
124	139
124	140
124	141
124	142
124	143
124	144
124	145
124	146
144	58
144	147
144	127
144	148
144	130
144	131
144	149
144	20
144	133
144	134
144	150
144	51
144	137
144	138
144	26
144	151
144	75
144	152
144	139
144	153
144	154
144	140
144	155
144	156
144	124
144	157
144	158
144	141
144	40
51	49
51	159
51	160
51	161
51	162
51	163
51	164
51	165
51	166
51	150
51	167
51	138
51	168
51	169
51	170
51	171
51	46
51	172
51	173
51	174
51	175
51	141
51	54
51	176
51	55
51	144
174	51
174	55
55	49
55	177
55	178
55	179
55	13
55	17
55	180
55	181
55	150
55	50
55	51
55	52
55	28
55	170
55	53
55	46
55	182
55	119
55	183
55	120
55	174
55	175
55	54
55	184
55	185
186	187
186	188
186	8
186	2
8	189
8	190
8	191
8	59
8	4
8	192
8	193
8	194
8	195
8	186
8	196
8	197
8	198
8	199
8	67
8	200
8	201
8	1
8	202
8	203
8	204
8	205
8	71
8	206
8	207
8	208
8	209
8	210
8	211
8	212
8	213
8	24
8	28
8	2
8	73
8	214
8	31
8	32
8	215
8	216
8	217
8	218
8	219
8	172
8	220
8	80
8	221
8	35
8	54
8	222
2	223
2	4
2	192
2	224
2	225
2	226
2	186
2	197
2	65
2	8
2	227
2	228
2	229
2	200
2	230
2	231
2	232
2	0
2	165
2	233
2	212
2	234
2	26
2	235
2	28
2	236
2	237
2	171
2	214
2	238
2	239
2	240
2	241
2	242
2	243
2	244
2	245
2	220
2	246
2	80
2	247
2	35
2	248
2	249
2	250
2	251
2	252
2	253
2	222
254	255
231	163
231	228
231	14
231	16
231	200
231	230
231	165
231	233
231	24
231	28
231	171
231	2
231	32
231	80
231	247
231	35
231	54
35	190
35	4
35	60
35	61
35	8
35	163
35	16
35	201
35	231
35	18
35	1
35	24
35	26
35	235
35	171
35	2
35	73
35	30
35	32
35	220
35	80
35	54
35	252
182	177
182	7
182	13
182	17
182	181
182	55
116	111
116	50
116	113
116	115
116	119
116	120
190	8
190	16
190	209
190	24
190	240
190	220
190	35
190	252
148	58
148	229
148	233
148	112
148	144
233	58
233	192
233	49
233	148
233	200
233	231
233	207
233	209
233	235
233	28
233	2
233	155
233	220
86	88
86	100
86	79
107	164
107	50
107	172
154	58
154	164
154	172
154	176
154	144
34	1
34	219
34	54
34	222
4	58
4	192
4	196
4	198
4	8
4	200
4	1
4	213
4	28
4	2
4	238
4	244
4	220
4	80
4	247
4	35
4	36
198	4
198	8
198	209
198	238
198	220
198	247
220	58
220	190
220	4
220	192
220	197
220	198
220	8
220	130
220	132
220	165
220	233
220	209
220	26
220	28
220	2
220	73
220	238
220	240
220	32
220	219
220	155
220	80
220	247
220	35
220	36
220	252
40	60
40	61
40	66
40	68
40	17
40	1
40	20
40	207
40	212
40	32
40	218
40	141
40	54
40	144
40	146
54	49
54	63
54	8
54	179
54	163
54	199
54	201
54	231
54	70
54	165
54	206
54	150
54	208
54	50
54	51
54	24
54	26
54	235
54	170
54	53
54	73
54	30
54	214
54	46
54	31
54	34
54	246
54	35
54	40
54	55
54	252
54	222
187	188
187	60
187	61
187	186
187	12
187	235
224	225
224	227
224	169
224	236
224	2
224	30
224	57
128	125
128	132
128	124
128	142
201	191
201	49
201	8
201	73
201	240
201	35
201	54
240	190
240	191
240	201
240	132
240	206
240	2
240	73
240	75
240	242
240	220
240	252
251	192
251	62
251	65
251	16
251	165
251	2
251	250
250	62
250	65
250	26
250	2
250	251
155	59
155	200
155	149
155	233
155	220
155	141
155	144
49	63
49	201
49	165
49	233
49	51
49	73
49	46
49	31
49	54
49	55
49	222
173	159
173	167
173	51
228	231
228	171
228	2
228	252
191	8
191	201
191	206
191	208
191	138
191	73
191	240
73	191
73	60
73	61
73	49
73	62
73	197
73	65
73	8
73	130
73	201
73	70
73	165
73	206
73	31
73	75
73	240
73	220
73	35
73	54
73	85
147	183
147	144
37	14
37	1
37	92
37	94
3	15
3	0
3	1
62	59
62	65
62	70
62	73
62	31
62	75
62	78
62	33
62	246
62	81
62	83
62	250
62	251
62	85
178	70
178	93
178	55
178	184
179	63
179	111
179	112
179	113
179	119
179	54
179	55
63	49
63	179
63	31
63	54
193	8
242	188
242	226
242	130
242	203
242	24
242	2
242	240
122	104
122	121
104	122
104	50
104	52
104	121
28	4
28	8
28	231
28	1
28	233
28	208
28	211
28	2
28	220
28	55
16	190
16	9
16	11
16	14
16	231
16	1
16	165
16	167
16	208
16	24
16	32
16	33
16	80
16	35
16	251
67	58
67	188
67	127
67	197
67	8
67	14
67	131
67	17
67	167
67	31
67	215
67	80
67	38
151	75
151	144
75	58
75	60
75	61
75	62
75	127
75	64
75	17
75	132
75	70
75	165
75	150
75	135
75	137
75	26
75	151
75	73
75	31
75	240
75	124
75	84
75	144
75	85
205	8
205	136
205	24
205	215
205	80
205	248
30	224
30	12
30	14
30	1
30	21
30	24
30	27
30	33
30	35
30	38
30	54
163	160
163	162
163	15
163	180
163	231
163	51
163	138
163	26
163	171
163	77
163	35
163	54
138	191
138	194
138	160
138	162
138	163
138	133
138	51
138	124
138	141
138	144
9	14
9	15
9	16
9	230
9	1
9	22
9	39
230	9
230	12
230	231
230	2
230	39
39	6
39	9
39	11
39	14
39	15
39	230
39	1
39	22
39	27
39	38
218	195
218	8
218	214
218	40
68	66
68	20
68	214
68	31
68	248
68	40
184	178
184	70
184	93
184	55
80	4
80	192
80	8
80	16
80	67
80	231
80	205
80	208
80	2
80	31
80	32
80	215
80	244
80	220
80	35
80	36
158	144
222	49
222	7
222	8
222	89
222	212
222	53
222	2
222	34
222	54
222	252
252	58
252	190
252	192
252	197
252	228
252	17
252	132
252	165
252	209
252	210
252	26
252	171
252	2
252	240
252	32
252	219
252	220
252	247
252	35
252	36
