0	1
0	2
0	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	0
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
1	31
1	32
1	33
1	34
1	3
1	35
1	36
1	37
1	38
1	39
1	40
1	41
1	42
1	43
44	45
44	46
46	47
46	48
46	49
46	44
46	50
46	51
46	52
46	53
46	54
46	55
46	56
46	57
31	58
31	59
31	60
31	61
31	49
31	62
31	63
31	7
31	8
31	13
31	17
31	1
31	26
31	54
50	46
50	54
50	55
51	49
51	46
51	54
51	55
55	49
55	13
55	17
55	50
55	51
55	52
55	28
55	53
55	46
55	54
8	59
8	4
8	1
8	24
8	28
8	2
8	31
8	32
8	35
8	54
2	4
2	8
2	0
2	26
2	28
2	35
35	4
35	60
35	61
35	8
35	16
35	18
35	1
35	24
35	26
35	2
35	30
35	32
35	54
34	1
34	54
4	58
4	8
4	1
4	28
4	2
4	35
4	36
40	60
40	61
40	17
40	1
40	20
40	32
40	54
54	49
54	63
54	8
54	50
54	51
54	24
54	26
54	53
54	30
54	46
54	31
54	34
54	35
54	40
54	55
49	63
49	51
49	46
49	31
49	54
49	55
37	14
37	1
3	15
3	0
3	1
62	59
62	31
62	33
63	49
63	31
63	54
28	4
28	8
28	1
28	2
28	55
16	9
16	11
16	14
16	1
16	24
16	32
16	33
16	35
30	12
30	14
30	1
30	21
30	24
30	27
30	33
30	35
30	38
30	54
9	14
9	15
9	16
9	1
9	22
9	39
39	6
39	9
39	11
39	14
39	15
39	1
39	22
39	27
39	38
36	4
36	1
36	19
36	24
36	26
36	32
33	62
33	16
33	18
33	1
33	27
33	30
15	9
15	10
15	12
15	14
15	1
15	22
15	3
15	38
15	39
26	58
26	17
26	18
26	1
26	20
26	24
26	2
26	31
26	35
26	36
26	54
13	7
13	17
13	1
13	53
13	29
13	31
13	55
58	4
58	17
58	26
58	31
52	46
52	55
59	62
59	8
59	31
32	60
32	61
32	8
32	16
32	1
32	24
32	35
32	36
32	40
45	44
38	12
38	14
38	15
38	1
38	22
38	30
38	39
53	13
53	46
53	54
53	55
22	6
22	9
22	11
22	14
22	15
22	1
22	27
22	38
22	39
60	61
60	12
60	31
60	32
60	35
60	40
61	60
61	12
61	31
61	32
61	35
61	40
12	60
12	61
12	15
12	1
12	30
12	38
18	1
18	26
18	33
18	35
25	1
14	9
14	10
14	15
14	16
14	1
14	22
14	24
14	30
14	37
14	38
14	39
41	1
6	1
6	22
6	39
21	1
21	30
24	8
24	14
24	16
24	1
24	26
24	30
24	32
24	35
24	36
24	54
48	47
48	46
48	57
27	1
27	22
27	30
27	33
27	39
17	58
17	7
17	13
17	1
17	26
17	29
17	31
17	40
17	55
43	1
43	23
42	1
57	48
57	46
11	16
11	1
11	22
11	39
10	14
10	15
10	1
20	1
20	26
20	40
56	46
7	13
7	17
7	1
7	29
7	31
47	48
47	46
5	1
19	1
19	36
23	1
23	43
29	7
29	13
29	17
29	1
